belongs_to_collection,genres,original_language,popularity,production_companies,release_date,runtime,status,title,vote_average,return
-1,1445,17,0,12447,6,0,4,A Family Affair,0,0.0
-1,1845,17,0,-1,13,1,4,Killer at Large,1,0.0
-1,3032,17,2,17619,11,0,4,Cameron's Closet,0,0.02
-1,1845,17,4,11988,14,0,4,Blackfish,3,0.0
-1,2360,17,4,8089,14,2,4,Paranoia,1,0.39
-1,1408,17,2,2517,14,1,4,The Legend of Kaspar Hauser,3,0.0
-1,1733,17,2,4420,6,0,4,The Black Room,1,0.0
-1,1227,36,4,19444,14,2,4,The Wind Rises,3,3.93
805,1599,15,3,4140,13,1,4,"Maria, ihm schmeckt's nicht!",1,0.0
-1,2384,19,1,-1,13,0,4,A golpes,0,0.0
-1,3467,17,0,9891,9,2,4,Around the World Under the Sea,1,0.0
-1,3018,17,4,6949,14,1,4,Evidence,1,0.0
-1,2384,17,2,16906,11,0,4,Amorosa,1,0.0
-1,2150,17,4,14054,14,2,4,Jobs,1,2.99
-1,2150,24,1,-1,12,1,4,The Supper,2,0.0
-1,1845,17,0,22233,12,0,4,Moving the Mountain,3,0.0
-1,115,17,4,4797,14,2,4,The Mortal Instruments: City of Bones,2,1.51
-1,3958,17,1,12164,14,0,4,Hitler's Children,2,0.0
-1,1326,17,0,-1,13,0,4,Flight of the Conchords: A Texan Odyssey,3,0.0
-1,3367,17,3,14108,14,2,4,The First Grader,2,0.0
-1,2384,17,3,11625,14,0,4,Touchy Feely,1,0.0
-1,1845,17,1,-1,14,1,4,Four Horsemen,3,0.0
-1,1408,24,4,15027,14,1,4,It Happened in Saint-Tropez,1,0.0
-1,2478,65,0,17847,7,0,4,Vassilisa the Beautiful,1,0.0
-1,2384,17,4,10772,14,2,4,The Butler,3,4.64
-1,1599,17,4,212,14,1,4,In a World...,2,2.96
-1,-1,17,0,-1,13,0,4,Askari,0,0.0
-1,3032,17,2,-1,11,1,4,Madhouse,2,0.0
-1,623,17,0,11378,9,0,4,Back Door to Hell,1,0.0
-1,1845,17,3,-1,14,0,4,Terms and Conditions May Apply,3,0.0
-1,1845,17,0,-1,14,0,4,Alias Ruby Blade,0,0.0
-1,3428,62,1,3514,13,0,4,Between Sheets,1,0.0
-1,2384,17,3,-1,14,2,4,Museum Hours,2,0.0
-1,1698,17,4,14989,14,1,4,Ain't Them Bodies Saints,2,0.0
-1,2384,17,0,-1,14,0,-1,Money Matters,2,0.0
-1,1845,17,1,-1,14,0,4,Sunset Strip,3,0.0
-1,1845,17,1,-1,14,1,4,Wartorn: 1861-2010,1,0.0
-1,2384,17,2,10648,8,0,4,A Cry in the Night,0,0.0
-1,1400,17,4,22153,14,2,4,About Time,3,7.26
-1,1183,17,1,9573,14,1,4,Tatsumi,1,0.0
-1,3292,28,3,20261,14,2,4,Chennai Express,2,3.44
-1,3066,17,1,-1,14,1,4,The Source Family,1,0.0
264,2177,58,4,6681,13,0,4,Cold Prey II,2,0.0
264,3032,55,3,6681,14,1,4,Cold Prey III,1,0.0
-1,2277,17,2,-1,13,2,4,When Nietzsche Wept,2,0.0
-1,3028,34,3,14894,10,2,4,Four Flies on Grey Velvet,2,0.0
-1,2384,27,2,13754,14,1,4,Fill the Void,2,0.0
-1,3018,17,3,4911,14,1,4,Truth or Dare,1,0.0
-1,1845,17,1,-1,14,1,4,Shadows of Liberty,1,0.0
-1,2000,24,1,16720,14,1,4,Looking for Hortense,1,0.0
-1,23,17,4,5091,14,0,4,Justice League: Crisis on Two Earths,3,0.0
-1,1845,17,1,-1,14,0,4,Somewhere Between,2,0.0
-1,1408,24,3,7715,14,1,4,The Snows of Kilimanjaro,2,0.0
-1,3227,17,3,3064,14,1,4,Enter Nowhere,2,0.0
-1,3367,62,0,-1,14,0,4,Journey to Portugal,0,0.0
-1,1845,62,1,15612,9,0,4,Belarmino,3,0.0
-1,3808,17,4,8590,14,2,4,The Frozen Ground,2,0.2
-1,2853,17,2,-1,14,0,4,Blubberella,0,0.0
-1,2000,17,0,21816,10,0,4,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,1,0.0
-1,2384,17,1,8772,11,1,4,The Marva Collins Story,0,0.0
-1,3018,17,4,8796,14,1,4,You're Next,2,0.0
-1,1599,24,0,7134,8,0,4,La Parisienne,2,0.0
-1,4033,17,0,3043,10,1,4,Brothers O'Toole,0,0.0
-1,2384,87,2,-1,14,0,4,Taipei Exchanges,3,0.0
-1,3428,17,0,-1,13,0,4,Find Love,0,0.0
-1,2384,24,0,4075,5,2,4,The Late Mathias Pascal,3,0.0
-1,1523,17,1,12442,7,2,4,A Date with Judy,2,0.0
-1,1408,17,2,20124,7,1,4,A Royal Scandal,1,0.0
-1,3316,17,0,12442,9,0,4,A Ticklish Affair,3,0.0
-1,1599,79,0,17990,14,0,4,The Woman in the Septic Tank,3,0.0
-1,2384,17,0,19495,10,1,4,The Glass House,0,0.0
-1,3920,17,1,-1,14,1,4,Confine,0,0.0
-1,1977,17,1,14033,14,0,4,Sparrows Dance,3,0.0
-1,1599,19,1,12322,13,1,4,Mediterranean Food,1,0.0
-1,3032,24,3,4704,11,0,4,Clownhouse,1,0.0
-1,470,17,4,8593,14,1,4,Empire State,0,0.33
-1,70,17,2,20637,11,0,4,The Crimson Permanent Assurance,3,0.0
-1,1643,23,1,22276,12,1,4,Dolly and Her Lover,3,0.0
-1,-1,17,0,-1,14,0,4,So It Goes,0,0.0
-1,348,17,2,13847,12,1,4,The Immortals,3,1.66
-1,1404,17,2,19727,12,1,4,Joyride,0,0.0
868,330,41,2,-1,13,2,4,My Wife Is a Gangster 2,2,0.0
-1,1480,17,1,6539,14,0,4,Queen of Montreuil,1,0.0
-1,2988,17,3,-1,14,0,4,Crawlspace,0,0.0
-1,2995,17,3,7454,14,1,4,The Ghostmaker,0,0.0
-1,2997,24,3,17729,13,0,4,Mutants,1,0.0
-1,1258,17,1,12442,6,2,4,Too Hot to Handle,0,0.0
-1,2372,24,2,2297,8,2,4,Act of Love,3,0.0
-1,-1,17,0,-1,11,2,4,Act Of Love,0,0.0
-1,3028,17,3,18854,14,0,4,The Seasoning House,2,0.0
-1,1408,17,0,15412,14,0,4,Polite People,3,0.0
-1,1227,17,3,8663,13,0,4,Logorama,3,0.0
-1,2384,17,2,-1,13,0,4,The Little Traitor,1,0.0
-1,127,41,3,15389,13,2,4,Tidal Wave,2,0.71
-1,1810,17,0,19234,14,1,4,Family Band: The Cowsills Story,3,0.0
-1,2384,17,2,-1,14,0,4,The Chicago 8,0,0.0
-1,-1,17,0,-1,14,2,4,The World According to Dick Cheney,3,0.0
-1,3888,17,3,5873,14,1,4,The Stranger Within,0,0.0
-1,2384,17,1,-1,14,0,4,Something Real and Good,1,0.0
-1,355,17,2,-1,13,2,4,The Last Drop,0,0.0
-1,3028,17,3,314,13,0,4,Autopsy,0,0.0
-1,976,17,3,-1,12,1,4,Komodo,0,0.0
-1,1845,17,0,-1,13,0,4,"Trust Us, This Is All Made Up",0,0.0
-1,2384,17,0,20124,7,1,4,Apartment for Peggy,3,0.0
-1,865,17,1,10104,8,1,4,Back from Eternity,2,0.0
-1,643,17,0,14278,12,1,4,Back in Business,1,0.0
-1,2384,17,4,8067,14,1,4,Adore,2,0.02
-1,1227,17,2,19109,13,0,4,French Roast,2,0.0
-1,1845,17,3,9836,14,2,4,TT3D: Closer to the Edge,3,0.0
-1,1023,17,3,18698,14,1,4,The Lost Future,0,0.0
-1,1715,17,0,5041,8,0,4,The Long Dark Hall,1,0.0
-1,3980,17,3,15863,8,1,4,Sealed Cargo,2,0.0
-1,1599,17,1,13507,14,0,4,Maria Bamford: The Special Special Special!,2,0.0
-1,2384,17,2,12442,8,2,4,A Life of Her Own,0,0.0
-1,3062,17,0,18912,10,1,4,The First Nudie Musical,0,0.0
-1,2916,17,0,8456,11,1,4,Freeway,3,0.0
-1,3558,15,0,12974,12,0,4,Naked Souls,0,0.0
-1,2360,17,2,6955,14,2,4,Simon Killer,1,0.0
-1,2975,17,3,6299,14,2,4,Dracula 3D,0,0.0
-1,1936,17,0,5004,11,2,4,The Kidnapping Of The President,0,0.0
-1,1599,17,1,-1,12,0,4,Kitchen Party,0,0.0
-1,2997,24,2,-1,12,1,4,King Cobra,1,0.0
-1,2384,17,4,10371,14,1,4,The Last of Robin Hood,1,0.0
-1,1271,24,4,410,14,0,4,The Suicide Shop,2,0.0
1177,2699,17,3,7897,12,0,4,Subspecies,1,0.0
1177,2699,17,2,3414,12,2,4,Bloodstone: Subspecies II,1,0.0
1177,2698,17,2,3408,12,0,4,Bloodlust: Subspecies III,0,0.0
-1,3032,17,1,815,8,0,4,From Hell It Came,0,0.0
1665,1599,17,2,9506,12,1,4,Zapped Again!,1,0.0
-1,1408,19,4,6993,14,2,4,Instructions Not Included,3,18.01
1177,2949,17,1,3413,12,0,4,Subspecies 4: Bloodstorm,1,0.0
-1,1845,17,2,15805,14,0,4,The Motivation,3,0.0
-1,330,11,1,1753,12,2,4,The Conman,1,0.0
-1,2810,17,0,-1,14,1,4,Koch,0,0.0
-1,1831,17,4,4628,14,1,4,One Direction: This Is Us,3,0.0
-1,3771,17,1,-1,9,0,4,Murder à la Mod,0,0.0
-1,1599,17,2,11476,4,0,4,The Fireman,2,0.0
-1,3173,17,4,7371,14,1,4,Closed Circuit,1,0.0
-1,2384,17,3,7795,10,1,4,Doctors' Wives,0,0.0
-1,1599,17,3,-1,14,2,4,Euro Trapped,0,0.0
-1,3032,17,1,7899,13,0,4,Killjoy,0,0.0
688,3032,17,1,-1,13,0,4,Killjoy 2: Deliverance from Evil,0,0.0
688,3032,17,2,-1,14,0,4,Killjoy 3,0,0.0
-1,1845,17,0,-1,14,0,4,Evocateur: The Morton Downey Jr. Movie,2,0.0
-1,369,17,4,5229,14,1,4,Getaway,0,0.58
-1,2384,17,3,14192,14,0,4,A Teacher,0,0.0
-1,1165,41,2,11748,14,1,4,"Leafie, a Hen Into the Wild",3,0.0
-1,-1,17,0,-1,14,0,5,"High Tech, Low Life",3,0.0
688,3032,17,1,7897,14,1,4,Killjoy Goes To Hell,1,0.0
998,3032,17,2,7897,14,0,4,Puppet Master: Axis of Evil,0,0.0
-1,2384,24,1,15734,14,1,4,Three Worlds,1,0.0
-1,4002,17,2,4659,8,1,4,The Cockleshell Heroes,1,0.0
-1,4048,17,1,8765,13,1,4,King of Texas,2,0.0
-1,724,65,2,17850,11,0,4,The Secret of the Third Planet,1,0.0
-1,1508,17,4,17621,13,0,4,Hack!,0,0.0
-1,4063,17,2,20552,8,0,4,Backlash,2,0.0
-1,1814,17,1,6163,12,1,4,Black Sun: The Mythological Background of National Socialism,1,0.0
-1,-1,17,0,-1,12,1,4,The Item,0,0.0
-1,1845,17,4,7364,14,0,4,I Am,2,0.0
-1,1726,17,1,21816,8,0,4,Phantom of the Rue Morgue,1,0.0
-1,3228,17,2,-1,13,1,4,Bad Girl Island,0,0.0
-1,4063,17,3,21816,7,0,4,Bad Men of Missouri,0,0.0
-1,4063,17,0,21779,8,0,4,Badman's Country,1,0.0
-1,3062,17,2,-1,14,2,4,Hunky Dory,1,0.0
-1,1845,17,0,-1,14,0,4,American Vagabond,3,0.0
-1,2384,17,3,-1,14,1,4,The Story of Luke,2,0.0
-1,1772,17,1,20552,8,0,4,The Glass Web,2,0.0
-1,2997,17,3,952,10,0,4,The Incredible Melting Man,0,0.0
-1,621,17,2,19581,11,1,4,Rage of Honor,1,0.0
-1,2384,36,0,7890,12,2,4,Setouchi Moonlight Serenade,0,0.0
-1,3550,17,4,21728,14,1,4,Gravity,3,6.82
-1,1599,17,2,-1,14,0,4,And Now a Word from Our Sponsor,0,0.0
-1,1398,17,2,88,13,1,4,Spin,1,0.0
-1,3828,17,1,-1,11,1,4,Lisa,1,0.0
-1,3367,7,2,-1,9,0,4,The Coward,3,0.0
606,3858,17,4,4035,14,2,4,I Spit on Your Grave 2,1,0.0
-1,1977,17,4,6692,14,1,4,What If,2,0.71
-1,1845,17,0,-1,14,0,4,Ping Pong,3,0.0
-1,2384,19,3,2985,14,2,4,Angels of Sex,2,0.0
-1,616,17,2,13541,10,0,4,Deathsport,0,0.0
-1,3367,-1,1,13292,13,1,4,Unfinished Sky,2,0.0
-1,1561,17,3,-1,14,0,3,The History of Future Folk,2,0.0
-1,2324,17,4,685,14,2,4,Prisoners,3,2.65
-1,3822,17,4,1224,14,2,4,Out of the Furnace,2,0.7
-1,3028,17,3,-1,14,0,4,The Conspiracy,1,0.0
-1,3083,17,3,-1,14,1,4,Good Vibrations,2,0.0
-1,1552,17,4,6741,14,1,4,Austenland,2,0.44
629,3028,17,4,17801,14,2,4,Insidious: Chapter 2,2,0.0
1493,2277,17,3,-1,14,2,4,The Ultimate Life,2,0.0
-1,1919,17,4,16356,14,2,4,Rush,3,2.37
-1,-1,17,3,-1,13,2,4,Vizontele,3,0.0
-1,2384,17,1,-1,14,0,4,This Is Martin Bonner,2,0.0
-1,1632,17,4,3139,14,2,4,The Family,2,1.23
-1,3367,17,1,-1,14,2,4,The Crimson Petal and the White,3,0.0
-1,2384,17,0,-1,14,1,4,Almost Kings,3,0.0
-1,1845,17,0,-1,12,0,4,High on Crack Street: Lost Lives in Lowell,1,0.0
-1,794,17,0,-1,13,0,4,King Lines,2,0.0
-1,2384,17,4,19571,14,1,4,Short Term 12,3,0.0
-1,2384,17,3,10391,14,2,4,At Any Price,1,0.0
-1,1508,17,2,15134,11,1,4,I Was a Teenage Zombie,0,0.0
-1,1552,17,0,14558,11,1,4,Joy of Sex,0,0.0
-1,1599,17,4,6317,12,1,4,Just One of the Girls,1,0.0
-1,2277,17,3,-1,13,2,4,Aurora Borealis,3,0.0
-1,642,17,1,15863,7,1,4,Badman's Territory,1,0.0
-1,1599,17,1,14913,6,0,4,The Milky Way,2,0.0
-1,1821,17,2,1136,13,1,4,Imaginary Witness: Hollywood and the Holocaust,0,0.0
-1,1845,17,1,-1,13,0,5,Eminem AKA,1,0.0
-1,1845,17,4,-1,14,2,4,Salinger,2,0.0
-1,3561,17,3,2487,14,0,4,Tears of Steel,1,0.0
-1,1599,17,3,15348,13,1,4,The Jerk Theory,1,0.0
-1,621,17,1,-1,12,0,4,Jungleground,1,0.0
-1,1011,17,2,-1,14,0,4,Table No. 21,0,0.0
947,2384,15,3,-1,14,2,4,Paradise: Faith,2,0.0
-1,1845,17,0,13178,13,1,4,The Human Family Tree,3,0.0
-1,1845,17,0,-1,13,2,4,The Story of Maths,0,0.0
-1,3028,17,3,12147,13,1,4,End of the Line,1,0.0
-1,1398,17,2,-1,13,1,4,The Last Run,0,0.0
-1,2139,17,1,12442,6,2,4,The Wet Parade,0,0.0
-1,330,17,1,-1,11,1,4,Collision Course,0,0.0
-1,2384,19,3,-1,14,2,4,Post Tenebras Lux,1,0.0
-1,1845,17,0,-1,13,0,4,Ice Age Columbus: Who Were the First Americans?,3,0.0
-1,-1,17,2,-1,14,1,4,Farah Goes Bang,1,0.0
-1,1552,17,4,207,14,2,4,The To Do List,1,2.38
-1,2296,17,2,2899,14,1,4,Dragon Day,0,0.0
-1,1552,17,1,14201,9,1,4,The Wedding Party,1,0.0
-1,2384,17,3,18033,14,1,4,The Unspeakable Act,1,0.0
-1,3032,24,3,3424,12,1,4,Shakma,1,0.0
-1,1599,17,2,18977,4,0,4,The Champion,2,0.0
-1,1599,17,2,-1,4,0,4,A Jitney Elopement,1,0.0
-1,1766,17,4,18249,14,2,4,The Factory,1,0.0
-1,2384,62,2,10909,13,0,4,Peacetime,1,0.0
-1,2831,17,2,21928,8,2,4,Saint Joan,2,0.0
-1,1845,17,2,3617,14,0,4,Hawking,3,0.0
-1,527,17,2,6339,13,1,4,Pig Hunt,0,0.0
-1,1715,17,3,10034,14,1,4,Officer Down,1,0.0
-1,1350,17,4,5641,13,0,4,Princess Protection Program,2,0.0
-1,1599,17,1,19013,6,1,4,The Cat's-Paw,0,0.0
-1,4063,17,0,18977,4,0,4,His Regeneration,0,0.0
-1,1599,17,1,-1,4,0,4,Mabel at the Wheel,1,0.0
810,1398,28,2,12089,14,2,4,Grand Masti,0,8.55
-1,3083,17,4,17112,14,2,4,Battle of the Year,1,0.83
-1,1845,17,1,-1,14,0,4,Louis Theroux: Twilight of the Porn Stars,3,0.0
-1,1824,17,4,-1,13,1,4,"Nightmares in Red, White and Blue",2,0.0
-1,2384,17,1,-1,10,0,4,The Naked Civil Servant,1,0.0
-1,2384,17,2,10905,13,0,4,An Englishman in New York,2,0.0
-1,672,16,1,1701,14,2,4,The Dragonphoenix Chronicles: Indomitable,0,0.0
35,1250,17,1,-1,12,0,4,Bandit's Silver Angel,0,0.0
-1,1599,17,2,19557,11,1,4,Off Beat,0,0.0
-1,1599,17,2,20937,12,0,4,Out on a Limb,2,0.15
-1,3893,17,4,9278,14,1,4,Inescapable,1,0.0
-1,1408,17,3,266,14,1,4,Afternoon Delight,1,0.0
-1,1845,17,3,-1,14,0,4,Casting By,3,0.0
-1,2376,30,3,1020,14,2,4,The Notebook,2,0.0
-1,3550,17,3,16024,14,0,4,Repeaters,1,0.0
-1,2970,17,2,1026,11,1,4,The Pit,1,0.0
-1,3113,17,0,4497,8,0,4,Barbed Wire,0,0.0
-1,127,17,1,-1,14,0,4,Bare Knuckles,1,0.0
-1,575,36,0,13635,14,2,4,Karate-Robo Zaborgar,2,0.0
-1,1845,17,1,-1,13,2,4,America The Beautiful,2,0.0
-1,2000,17,2,-1,14,0,4,Supporting Characters,2,0.0
-1,2384,16,3,12051,14,1,4,Alps,2,0.0
-1,1831,17,1,-1,13,0,4,Synth Britannia,3,0.0
-1,1845,17,0,14009,14,0,4,Ruins,3,0.0
-1,3561,17,3,815,8,0,4,World Without End,1,0.0
-1,2970,17,3,21440,14,0,4,Barricade,0,0.0
-1,2997,17,2,15284,8,0,4,Killers from Space,0,0.0
-1,2997,17,3,8483,8,0,4,The Monster that Challenged the World,1,0.0
-1,1925,17,2,12491,11,1,4,Frog Dreaming,0,0.0
-1,1845,17,3,-1,14,0,4,Linotype: The Film,2,0.0
-1,2602,17,0,2697,13,0,4,Rocaterrania,0,0.0
-1,2384,24,3,14408,14,1,4,Bastards,2,0.0
-1,1599,17,2,-1,14,0,4,Talking Funny,3,0.0
-1,1936,17,4,14920,14,2,4,Nebraska,3,1.47
-1,2909,17,3,14450,14,0,4,Saint,1,0.0
-1,527,57,3,7272,11,2,4,Amsterdamned,1,0.0
-1,1398,17,4,7585,14,1,4,Enough Said,2,0.0
-1,3303,17,4,21367,14,1,4,Don Jon,1,0.0
-1,1845,17,0,-1,14,1,4,Scatter My Ashes at Bergdorf's,1,0.0
-1,1263,17,4,9562,14,0,4,Zambezia,1,0.0
-1,1714,17,2,21816,7,1,4,Colorado Territory,2,0.0
-1,1845,17,2,-1,13,1,4,102 Minutes That Changed America,3,0.0
-1,1599,17,0,-1,13,0,4,Wanda Sykes: Sick and Tired,0,0.0
-1,148,17,2,13524,11,0,4,Sorceress,0,0.0
-1,3840,17,3,17072,13,1,4,New Town Killers,1,0.0
-1,1694,17,2,-1,13,2,4,The Tender Hook,0,0.0
-1,1006,20,0,766,14,1,4,Mushrooming,1,0.0
-1,2092,24,4,16723,14,2,4,Mood Indigo,1,0.0
-1,3114,17,4,6545,14,1,4,Metallica: Through the Never,2,0.44
-1,1845,17,2,2741,13,2,4,The Century of the Self,3,0.0
-1,142,34,4,4145,11,0,4,Conquest,1,0.0
-1,1261,17,4,7936,14,1,4,Crystal Fairy & the Magical Cactus,1,0.0
-1,1845,57,1,-1,14,0,4,De Nieuwe Wildernis,3,0.0
-1,1845,17,0,8686,14,0,4,First Cousin Once Removed,0,0.0
-1,1845,17,2,7923,14,0,4,Machete Maidens Unleashed!,3,0.0
-1,2384,15,0,-1,11,1,4,A Gathering of Old Men,3,0.0
-1,2180,17,3,22408,14,2,4,I Will Follow You Into the Dark,0,0.0
-1,1576,17,0,12828,7,0,4,Adventures of Kitty O'Day,0,0.0
-1,1599,17,1,20413,7,1,4,An Innocent Affair,0,0.0
-1,3920,17,2,10287,14,1,4,Ferocious,1,0.0
-1,2360,28,2,-1,14,2,4,Shanghai,3,0.0
-1,3747,17,3,3423,13,1,4,Paintball,0,0.0
-1,3840,60,0,15364,14,0,4,Lincz,2,0.0
-1,1845,17,0,5260,13,1,4,Tsunami: Caught on Camera,1,0.0
-1,3822,17,3,12753,14,2,4,The Rise,2,0.0
-1,2384,50,0,8184,10,2,4,The Circus Tent,0,0.0
-1,1552,17,1,586,12,1,4,Men Seeking Women,0,0.0
1076,2978,17,3,11928,12,2,4,Scanners II: The New Order,0,0.0
1076,2978,17,2,11929,12,1,4,Scanners III: The Takeover,0,0.0
-1,902,76,1,-1,14,2,4,Once Upon a Warrior,1,0.0
-1,642,17,0,4497,8,0,4,Apache Country,0,0.0
-1,1398,74,1,-1,13,1,4,Every Other Week,0,0.0
-1,1508,17,4,5901,14,0,4,Bad Milo,1,0.0
-1,1845,17,0,-1,14,0,3,America The Beautiful 2: The Thin Commandments,2,0.0
-1,1588,17,0,-1,10,1,4,Follow Me!,1,0.0
-1,2384,22,0,-1,11,0,4,Orderly or Disorderly,0,0.0
-1,270,17,2,-1,13,2,4,Kabul Express,1,0.0
-1,2000,41,4,13575,14,2,4,Miracle in Cell No. 7,3,0.0
-1,1711,28,3,7833,14,2,4,Special 26,3,2.54
-1,2277,17,3,13579,13,2,4,Jolene,2,0.0
-1,2384,24,2,3557,14,1,4,Twice Upon a Time,2,0.0
-1,1761,17,4,5727,14,1,4,Runner Runner,1,2.09
-1,1599,24,0,-1,12,0,4,La Dilettante,0,0.0
-1,3367,24,3,6468,14,2,4,Blue Is the Warmest Color,3,2.36
-1,2384,17,3,-1,14,2,4,Temptation: Confessions of a Marriage Counselor,2,0.0
-1,2384,17,2,15468,14,1,4,Future Weather,2,0.0
-1,3367,24,3,11760,14,2,4,Something in the Air,1,0.0
-1,1919,17,1,15101,8,2,4,Shake Hands with the Devil,3,0.0
-1,273,17,3,16859,14,1,4,I Declare War,2,0.0
-1,2360,19,3,15733,14,1,4,The German Doctor,2,0.0
-1,-1,19,0,-1,14,1,4,"Puerta de Hierro, el exilio de Perón",0,0.0
-1,3497,17,2,22032,9,1,4,The Monitors,0,0.0
-1,2384,17,1,15707,14,2,4,This Is Our Time,1,0.0
245,3028,17,4,20543,14,1,4,Curse of Chucky,1,0.0
-1,3032,17,0,7900,13,0,4,Prison of the Dead,0,0.0
-1,3032,17,0,-1,11,1,4,Rabid Grannies,0,0.0
-1,2384,17,2,16008,14,1,4,Muhammad Ali's Greatest Fight,1,0.0
-1,2026,17,2,7790,8,1,4,711 Ocean Drive,2,0.0
-1,1508,17,1,13188,14,0,4,A Cadaver Christmas,2,0.0
1236,592,17,4,15287,11,0,4,Angel,1,0.0
-1,1845,17,1,-1,13,0,4,Favela Rising,0,0.0
-1,1408,24,2,2438,14,0,4,Mariage à Mendoza,0,0.0
-1,2384,15,0,21911,11,2,4,Germany Pale Mother,3,0.0
-1,2823,17,4,15317,14,1,4,Parkland,1,0.07
-1,2384,17,3,10218,14,2,4,Imagine,3,0.0
-1,1845,17,3,266,14,0,4,Inequality for All,3,0.0
-1,1380,23,0,-1,10,1,4,Narrien Illat,0,0.0
-1,608,36,2,6544,14,2,4,Sword of Desperation,3,0.0
-1,3028,17,0,-1,14,0,4,The Mooring,0,0.0
-1,2383,80,0,8661,9,0,4,Bride of the Earth,0,0.0
-1,1599,72,2,667,11,0,4,A Tale from the Past,3,0.0
-1,2384,62,1,21085,9,1,4,Men and Women,0,0.0
-1,1729,17,1,4097,9,0,4,Jesse James Meets Frankenstein's Daughter,0,0.0
-1,369,17,3,367,14,2,4,On the Job,2,0.44
-1,-1,17,0,-1,13,0,4,Resurrecting the Street Walker,0,0.0
-1,754,17,2,-1,14,0,4,Adventures of a Teenage Dragonslayer,0,0.0
-1,2053,17,1,20968,13,1,4,Alice Upside Down,2,0.0
-1,2469,17,3,10147,10,1,4,Alice's Adventures in Wonderland,1,0.0
261,1151,17,4,4629,14,1,4,Cloudy with a Chance of Meatballs 2,2,3.18
-1,643,17,3,17806,14,1,4,Extraction,1,0.0
-1,2116,3,0,-1,14,2,4,Microphone,3,0.0
-1,1711,28,3,490,14,2,4,Talaash,2,0.0
-1,3032,17,0,13265,10,0,4,Blood Shack,0,0.0
-1,1301,17,3,7637,14,1,4,Nobody Else But You,1,0.0
-1,1538,17,2,-1,11,1,4,Almost You,1,0.0
-1,1711,17,3,5505,13,1,4,Dirty,1,0.0
-1,2384,17,1,-1,14,1,4,The Dish & the Spoon,1,0.0
-1,1599,17,1,4687,14,0,4,Kumail Nanjiani: Beta Male,2,0.0
-1,2148,36,0,19387,9,1,4,The Christian Revolt,0,0.0
-1,3028,17,1,-1,13,0,4,The Devil's Ground,0,0.0
-1,459,17,4,4664,14,2,4,Captain Phillips,3,1.73
-1,1821,15,0,17896,12,0,4,Television Under The Swastika,0,0.0
-1,2139,17,4,-1,10,2,4,Les Misérables,2,0.0
-1,2086,17,4,1038,14,2,4,After the Dark,2,0.0
-1,1400,36,2,-1,14,2,4,It's Me It's Me,1,0.0
-1,1845,17,0,-1,10,0,4,Year Zero: The Silent Death of Cambodia,3,0.0
-1,1845,17,0,-1,13,0,4,Stealing a Nation,3,0.0
-1,3513,15,3,4857,14,2,4,The Wall,2,0.0
-1,3220,17,2,12442,10,1,4,They Only Kill Their Masters,0,0.0
-1,1845,17,2,-1,14,0,4,Valentine Road,2,0.0
53,1151,17,3,11728,12,0,4,An All Dogs Christmas Carol,1,0.0
-1,2384,17,0,-1,14,0,4,Another Harvest Moon,1,0.0
-1,1599,17,0,-1,14,0,4,Fanatics,1,0.0
-1,2360,17,4,-1,14,1,4,Beneath the Dark,0,0.0
73,2452,17,3,-1,14,0,4,An American Girl: McKenna Shoots for the Stars,2,0.0
-1,2384,17,2,21734,8,2,4,Sincerely Yours,0,0.0
-1,159,17,2,-1,13,0,4,Are You Scared 2,0,0.0
-1,2831,17,2,-1,8,0,4,Attila,1,0.0
-1,2384,17,2,3320,13,1,4,Look,1,0.0
-1,621,17,2,-1,13,1,4,Avenger,0,0.0
-1,525,17,3,1564,14,1,4,Zombie Apocalypse,0,0.0
-1,1508,17,2,3935,11,1,4,Zombie High,0,0.0
-1,-1,17,1,-1,12,0,5,Voodoo Dawn,0,0.0
782,368,17,4,14056,14,2,4,Machete Kills,1,1.25
-1,1845,17,0,-1,14,0,4,I am Fishead,0,0.0
-1,1659,17,4,6090,14,1,4,Filth,2,1.82
-1,-1,17,0,-1,9,1,4,Onnenpeli,1,0.0
-1,2277,17,3,6017,14,2,4,Romeo & Juliet,2,0.0
-1,508,28,1,-1,13,2,4,Drona,0,0.22
627,3888,17,2,20937,7,0,4,Calling Dr. Death,3,0.0
-1,3097,17,3,5130,14,1,4,Sunshine on Leith,2,0.0
-1,350,17,2,2227,13,1,4,Wild Seven,0,0.0
627,2707,17,1,20556,7,0,4,The Frozen Ghost,2,0.0
-1,4033,17,0,19828,12,1,4,Four Eyes and Six-Guns,0,0.0
-1,1599,17,4,17626,14,1,4,Baggage Claim,1,2.64
-1,1599,17,3,-1,14,0,4,Zero Charisma,2,0.0
-1,2116,87,0,-1,13,2,4,Parking,3,0.0
-1,3032,17,4,2919,14,0,4,Stitches,1,0.95
-1,621,17,4,18324,14,2,4,Escape Plan,2,2.46
627,3251,17,1,20937,7,0,4,Weird Woman,2,0.0
-1,3316,11,1,96,12,2,4,Dances with Dragon,2,0.0
-1,3032,17,3,1503,13,0,4,Unrest,1,0.0
-1,1599,24,3,1331,14,1,4,Haute Cuisine,2,0.0
-1,1713,62,3,6499,14,2,4,Brazilian Western,2,0.0
